,confidence,idx,peak
"ws=433, sr_orig",1.2352989770966716,32850.0,0.14593658325917694
"ws=222, sr_acc",1.190217675977544,32657.0,0.190268351034165
"ws=44, sr_diff",1.1591991966131863,29795.0,0.6026840317623194
"ws=576, sr_orig",1.1525419647644621,32964.0,0.11868359030625245
"ws=85, sr_diff",1.1504460280324682,29836.0,0.38572185418769056
"ws=125, sr_orig",1.1502378014067072,57463.0,0.3090204005813971
"ws=476, sr_orig",1.1230587028038685,32885.0,0.1447953660211522
"ws=103, sr_diff",1.1214916564044686,55797.0,0.3533734118952965
"ws=202, sr_diff",1.1210462203303215,58482.0,0.19464958486046818
"ws=151, sr_orig",1.1169925515111687,57465.0,0.24401329750285397
"ws=138, sr_orig",1.1153421064243694,57467.0,0.2755181285477881
"ws=151, sr_acc",1.1134441769866614,36365.0,0.21494516437297667
"ws=393, sr_orig",1.1111513420504842,32783.0,0.14722524441986326
"ws=697, sr_acc",1.1066496810220567,37679.0,0.10554082278855621
"ws=44, sr_acc",1.105153059797834,55739.0,0.5056462442595456
"ws=222, sr_orig",1.1032910288415527,54850.0,0.1768588728788964
"ws=269, sr_diff",1.1029449289852247,32661.0,0.17700536370705264
"ws=151, sr_diff",1.1012318419370495,58479.0,0.2322439182726526
"ws=40, sr_diff",1.0945628270890742,29793.0,0.5944102418109611
"ws=58, sr_orig",1.0920369826400467,53490.0,0.5381313628137039
"ws=103, sr_orig",1.0917558873699142,55798.0,0.3643103687802769
"ws=64, sr_orig",1.08882944585062,53496.0,0.4823821567144562
"ws=634, sr_acc",1.0857667552289814,37637.0,0.11046532659195185
"ws=296, sr_diff",1.085129965176991,32690.0,0.16570508432603723
"ws=222, sr_diff",1.0846966327371186,32657.0,0.18216402419222133
"ws=40, sr_acc",1.0824976911588906,55735.0,0.5445369155960471
"ws=697, sr_diff",1.0802478796538293,37679.0,0.09983339334123453
"ws=296, sr_acc",1.0742308924773356,32687.0,0.16707686778698988
"ws=64, sr_acc",1.0737562432080698,38691.0,0.3822492115794464
"ws=325, sr_acc",1.0736414202904379,32715.0,0.1608685046813392
"ws=244, sr_orig",1.0723315247080445,32661.0,0.18314571619629386
"ws=44, sr_orig",1.072281170284153,53490.0,0.6610892080378235
"ws=524, sr_acc",1.0613659008126837,32959.0,0.12430292493571224
"ws=476, sr_acc",1.057291838423903,32884.0,0.1266907600958279
"ws=167, sr_diff",1.0511887410185297,58487.0,0.2022080261507788
"ws=244, sr_acc",1.0445091333223704,32685.0,0.17185819877749797
"ws=125, sr_diff",1.0439418962824838,53558.0,0.26664463213049466
