,confidence,idx,peak
"ws=767, sr_acc",5.499745288216503,5251.0,0.1652761249899431
"ws=767, sr_orig",3.4344828895339514,5279.0,0.19211875154412555
"ws=697, sr_orig",2.9623413031983703,5232.0,0.20954602653840296
"ws=697, sr_acc",2.6948614322027566,5225.0,0.1836209498185957
"ws=634, sr_orig",2.5691140594893547,5173.0,0.21541885013171638
"ws=634, sr_diff",2.1908103339870237,5173.0,0.1746977686116817
"ws=697, sr_diff",2.0108688046317464,5251.0,0.16811141884136893
"ws=634, sr_acc",1.9985228387688445,5128.0,0.19549772983250074
"ws=576, sr_orig",1.8973878405617142,5129.0,0.2001267230778997
"ws=576, sr_diff",1.8102378782582884,5130.0,0.16883777870401817
"ws=767, sr_diff",1.6838773240699962,5278.0,0.14332332151326624
"ws=576, sr_acc",1.6820949964819831,5120.0,0.19379283909990921
"ws=524, sr_orig",1.4475916158856283,5082.0,0.18542451274623206
"ws=524, sr_acc",1.4173812593695843,4870.0,0.18484791576110945
"ws=524, sr_diff",1.3154272685630977,5076.0,0.15970508095106606
"ws=40, sr_diff",1.2505045742014376,7808.0,1.0074492556572825
"ws=476, sr_acc",1.232417696789975,4970.0,0.2086277720325379
"ws=202, sr_orig",1.134145747623354,4695.0,0.5844407387577952
"ws=222, sr_orig",1.125785481662221,4761.0,0.5069559403254281
"ws=476, sr_orig",1.108713974912158,4968.0,0.20820000522151555
"ws=183, sr_orig",1.0999780393128147,4695.0,0.6336351444951128
"ws=202, sr_acc",1.0745712049407319,4696.0,0.553417789477712
"ws=167, sr_orig",1.0631941417241306,4677.0,0.6214600762432241
"ws=244, sr_orig",1.053947966177526,4793.0,0.47719074371004144
"ws=433, sr_acc",1.0492530201280759,4875.0,0.23750631154320714
"ws=40, sr_orig",1.0491138359329126,7558.0,0.9299655272127604
"ws=151, sr_orig",1.047735668657881,4642.0,0.6391730144326706
"ws=476, sr_diff",1.0380016364206637,6408.0,0.18092665040415828
"ws=325, sr_orig",1.0347616743981503,4864.0,0.3704391726565901
"ws=183, sr_acc",1.0143872804287644,4701.0,0.5905340160136309
"ws=167, sr_acc",1.0044915291487841,4653.0,0.6070987086447229
"ws=40, sr_acc",1.0019407550185124,7809.0,0.9249047375682211
