,confidence,idx,peak
"ws=138, sr_diff",1.4559397750253078,38770.0,1.6142192557921617
"ws=94, sr_diff",1.4506690695215199,38760.0,1.871540925943127
"ws=151, sr_diff",1.3997831913861782,38771.0,1.5115246143869903
"ws=103, sr_diff",1.3756397791639072,38759.0,1.904199665810505
"ws=44, sr_diff",1.3735229688109287,38763.0,3.2804758662659634
"ws=40, sr_diff",1.3470600958946055,38763.0,3.453289234926607
"ws=48, sr_diff",1.3405129434841236,38763.0,2.9320200185917944
"ws=85, sr_diff",1.3271761296109104,38763.0,1.9671367968415705
"ws=40, sr_acc",1.324352809081692,38767.0,3.1676592939581165
"ws=44, sr_acc",1.2992706387415816,38769.0,2.919241710627794
"ws=114, sr_diff",1.2769102383297035,38758.0,1.8720601371047927
"ws=125, sr_diff",1.2090595420326045,38767.0,1.6943286287493953
"ws=77, sr_diff",1.2007070013764298,38763.0,1.9785366149700028
"ws=48, sr_acc",1.1839051216793606,38767.0,2.535200273798559
"ws=85, sr_acc",1.153403353830435,38767.0,1.6013937440360624
"ws=94, sr_orig",1.1372681508584117,43894.0,0.8748953841250747
"ws=70, sr_diff",1.1336776777851068,38763.0,1.9987223937881027
"ws=40, sr_orig",1.1292581694022121,38764.0,2.530633660206782
"ws=125, sr_acc",1.127869331729297,38760.0,1.5124293385104326
"ws=114, sr_acc",1.1264908783405008,38758.0,1.5961736353209515
"ws=138, sr_acc",1.1250953034449074,38771.0,1.4150217284393434
"ws=53, sr_diff",1.1157638224676987,38763.0,2.276988015703547
"ws=44, sr_orig",1.1145250208828865,38767.0,2.21572618429402
"ws=94, sr_acc",1.1048958485309672,38767.0,1.541973406561461
"ws=64, sr_diff",1.081531774495523,38763.0,2.084172743212784
"ws=103, sr_acc",1.0796180938551703,38760.0,1.578584425876438
"ws=103, sr_orig",1.0679083293526812,43898.0,0.8417694067942225
"ws=151, sr_acc",1.0667538978069082,38773.0,1.2997094778772385
"ws=64, sr_orig",1.0645148476584145,27691.0,1.3515958999579614
"ws=85, sr_orig",1.0548672275636104,44192.0,0.8645108888673404
"ws=77, sr_acc",1.051320180169853,38766.0,1.5892889751876083
"ws=53, sr_orig",1.042925148872361,51445.0,1.7605618477319875
"ws=58, sr_acc",1.0302025946985038,39019.0,1.7489199014027168
"ws=77, sr_orig",1.0222223514278648,23728.0,1.0428363609919584
"ws=48, sr_orig",1.0211835512155298,51796.0,1.869461454292086
"ws=70, sr_acc",1.020999581424074,25089.0,1.6155838325944945
"ws=70, sr_orig",1.0118749138625576,23722.0,1.184876348561698
"ws=58, sr_diff",1.0100002985262553,39018.0,2.073947710971651
"ws=53, sr_acc",1.0077980498958106,38769.0,1.9342826556603452
"ws=58, sr_orig",1.006897307101939,33308.0,1.4982396578066655
