,confidence,idx,peak
"ws=767, sr_acc",4.021244561764873,5251.0,0.16370586808562307
"ws=767, sr_orig",3.4776805891945934,5279.0,0.19293259704750362
"ws=697, sr_orig",2.9804402212402015,5232.0,0.20970256753992822
"ws=697, sr_acc",2.6093457468480463,5225.0,0.1810283524700051
"ws=634, sr_orig",2.56702958697897,5173.0,0.21563915499435518
"ws=634, sr_diff",2.175087638725769,5173.0,0.1748670604349781
"ws=634, sr_acc",1.9606143609880442,5128.0,0.19240955991075043
"ws=697, sr_diff",1.9449425085077892,5251.0,0.1680550991223073
"ws=576, sr_orig",1.8927615572219936,5129.0,0.20030391355841837
"ws=576, sr_diff",1.8013044840033243,5130.0,0.16739408010186005
"ws=576, sr_acc",1.668078362502954,5120.0,0.19071295288172027
"ws=767, sr_diff",1.6564721121405088,5278.0,0.1441340949026434
"ws=524, sr_orig",1.3924197767881215,5084.0,0.18515964612281546
"ws=524, sr_acc",1.2527531918028556,4870.0,0.18046116290830697
"ws=524, sr_diff",1.2092399995903877,5076.0,0.15868938731809637
"ws=40, sr_diff",1.1988631322284935,7808.0,0.9930589491347218
"ws=202, sr_orig",1.1282491904923935,4695.0,0.5875752451349939
"ws=222, sr_orig",1.1268751882913193,4761.0,0.5055331842948743
"ws=476, sr_diff",1.1162433782048327,6408.0,0.19355529073838795
"ws=183, sr_orig",1.1026575138760377,4697.0,0.6361298086710738
"ws=476, sr_acc",1.0883932960254816,4970.0,0.20644954626071427
"ws=202, sr_acc",1.0739218298143691,4696.0,0.5573130032293387
"ws=167, sr_orig",1.0621755669697617,4677.0,0.627659283921829
"ws=40, sr_orig",1.0614462050965623,7558.0,0.9400441588892214
"ws=476, sr_orig",1.0583474947192972,4968.0,0.20786612614509534
"ws=244, sr_orig",1.0511912164873194,4793.0,0.4762016295572818
"ws=114, sr_acc",1.046040892025515,6064.0,0.6639685636014211
"ws=151, sr_orig",1.0367174692437404,4642.0,0.6411963720803319
"ws=433, sr_acc",1.0348010964173004,4875.0,0.2334618400659563
"ws=325, sr_orig",1.033918819378328,4864.0,0.3713785501669214
"ws=183, sr_acc",1.0215518382345758,4701.0,0.593885969748652
"ws=138, sr_orig",1.0131979249293177,4650.0,0.6505180790404473
"ws=167, sr_acc",1.0097009254034452,4653.0,0.6121746403638761
"ws=40, sr_acc",1.0043865997962023,7809.0,0.9021805769143896
"ws=151, sr_acc",1.0035129474135096,4644.0,0.6396073504081007
