,confidence,idx,peak
"ws=64, sr_diff",2.1958002545571516,5631.0,0.502086670918162
"ws=70, sr_diff",2.1892936561747085,5637.0,0.4755573737478208
"ws=58, sr_diff",2.027947428509967,5613.0,0.5111358421279325
"ws=77, sr_orig",2.0257020546822093,5633.0,0.5258930525804697
"ws=77, sr_diff",2.0168370594002547,5642.0,0.40942166496865345
"ws=70, sr_orig",1.9491910555433083,5626.0,0.6597894165672757
"ws=64, sr_orig",1.9385704411368025,5620.0,0.715593083428357
"ws=58, sr_orig",1.902875813204095,5614.0,0.7540505100635044
"ws=53, sr_diff",1.7372415184107308,5620.0,0.5401599001172637
"ws=85, sr_orig",1.7227959829852275,5657.0,0.41157221235881136
"ws=53, sr_orig",1.6542193842439252,5610.0,0.7305530323092595
"ws=44, sr_orig",1.5938010737801758,5611.0,0.6804781601930284
"ws=48, sr_diff",1.5900123988332504,5619.0,0.5332266279076788
"ws=48, sr_orig",1.5898198700931263,5604.0,0.7249471459577229
"ws=40, sr_diff",1.5665159751686712,5611.0,0.6461140835081861
"ws=44, sr_diff",1.5656810558868461,5611.0,0.5713970726392391
"ws=85, sr_diff",1.5121489252790494,5641.0,0.33169445822162585
"ws=697, sr_diff",1.4962650324092759,3410.0,0.0960363696863946
"ws=634, sr_diff",1.4744295509296712,3364.0,0.09796167434327228
"ws=94, sr_diff",1.42963433382758,5670.0,0.35200245360493854
"ws=125, sr_diff",1.4267847598643102,5692.0,0.26784557223707034
"ws=40, sr_orig",1.4181019136632496,5612.0,0.7186084847723418
"ws=476, sr_diff",1.3996111224996173,3209.0,0.10117591782095695
"ws=103, sr_diff",1.399492438102422,5670.0,0.33872722591184584
"ws=524, sr_diff",1.3706308528104538,3254.0,0.10149208677288661
"ws=767, sr_acc",1.3479855964931433,4383.0,0.06621010548469042
"ws=576, sr_diff",1.3441133547069224,3316.0,0.10336571194224248
"ws=433, sr_diff",1.3391537391685449,3089.0,0.11528978198313342
"ws=393, sr_diff",1.3282255364644446,3093.0,0.10978467176821931
"ws=222, sr_acc",1.2981128806482347,2850.0,0.16516098411404206
"ws=358, sr_diff",1.2946627212962298,3088.0,0.129933394670882
"ws=94, sr_orig",1.292704528707955,5665.0,0.3652328627882739
"ws=325, sr_diff",1.278287570376739,3068.0,0.12307880297304905
"ws=697, sr_acc",1.2721129951341745,4483.0,0.06813651172203389
"ws=114, sr_diff",1.2697086977546366,5670.0,0.3005938688719505
"ws=767, sr_diff",1.2458824731167324,3411.0,0.0870463732453167
"ws=183, sr_diff",1.233411985627791,2847.0,0.18889964887566937
"ws=244, sr_diff",1.23113339227506,2987.0,0.12488463593843421
"ws=325, sr_acc",1.2208621219532516,7129.0,0.11610945337160582
"ws=576, sr_acc",1.2139498041063064,4444.0,0.0807185075240807
"ws=634, sr_acc",1.2022429649494157,4485.0,0.07200644691689438
"ws=202, sr_acc",1.1823563223364764,2851.0,0.16728836946138714
"ws=114, sr_orig",1.1802268450111562,5686.0,0.4806594561613362
"ws=103, sr_orig",1.1781631336710687,5677.0,0.4456809535419719
"ws=524, sr_orig",1.175755555474658,8830.0,0.16017489162782902
"ws=138, sr_diff",1.1608335584709215,5692.0,0.2217150602689033
"ws=202, sr_diff",1.159679464850423,2850.0,0.17566742353156675
"ws=167, sr_diff",1.1570625208403964,2849.0,0.16691625443527974
"ws=222, sr_diff",1.151947285175851,2851.0,0.14996629461734848
"ws=269, sr_diff",1.1514511457757344,2853.0,0.148912268443787
"ws=476, sr_orig",1.1430846569106414,8754.0,0.14505681046700636
"ws=202, sr_orig",1.1118463966644339,6184.0,0.2446530212378702
"ws=125, sr_orig",1.0978529201442249,5692.0,0.3679154632136933
"ws=167, sr_orig",1.0961394130876039,6155.0,0.20338240672352798
"ws=269, sr_acc",1.0903784740395326,2929.0,0.13600840023874664
"ws=167, sr_acc",1.0901398215471858,7065.0,0.1754927964243208
"ws=524, sr_acc",1.0892864187028075,4469.0,0.0831073822612198
"ws=296, sr_diff",1.0881764317555167,3015.0,0.12068711391720181
"ws=325, sr_orig",1.0854755993134546,8617.0,0.13581436449249878
"ws=296, sr_orig",1.08324799287094,8598.0,0.16804617945557104
"ws=138, sr_acc",1.0821507010737705,2851.0,0.1905078370858233
"ws=358, sr_orig",1.0820089212701791,8664.0,0.1894393038299505
"ws=183, sr_acc",1.0672461365389951,2844.0,0.1744389149492735
"ws=183, sr_orig",1.0645668827274537,6165.0,0.25747082408745947
"ws=393, sr_acc",1.0629842533181981,3110.0,0.09373147275399908
"ws=244, sr_acc",1.0563907424335661,2944.0,0.13176663634595248
"ws=393, sr_orig",1.0513506288882615,8670.0,0.1550007841264221
"ws=476, sr_acc",1.0505509100793318,3209.0,0.0867018971488372
"ws=433, sr_acc",1.0498437356304442,3392.0,0.0877517074750572
"ws=151, sr_orig",1.0428923101386913,6101.0,0.26547838696026954
"ws=151, sr_diff",1.0407366891374001,2851.0,0.18337060329650287
"ws=151, sr_acc",1.0263854399125643,2851.0,0.18123105536698267
"ws=138, sr_orig",1.0208433041928608,5694.0,0.28295350057844365
"ws=358, sr_acc",1.0183710880016672,3080.0,0.10058668272582794
"ws=296, sr_acc",1.0144171448870225,7127.0,0.11286961095282955
"ws=64, sr_acc",1.0113925920399705,6585.0,0.25996357524622593
