,confidence,idx,peak
"ws=358, sr_acc",7.290386969525535,12980,0.9925610536804059
"ws=393, sr_acc",7.221998141081167,13015,0.8796392984172383
"ws=296, sr_acc",7.172189424077817,12916,1.0954239956844871
"ws=325, sr_acc",6.8627138891185995,12945,1.069100688538246
"ws=433, sr_acc",6.632468061719214,13053,0.7654193191909059
"ws=269, sr_acc",6.4153084736308195,12887,1.1423284781475687
"ws=393, sr_diff",6.33422260196948,13014,0.6898316859365392
"ws=476, sr_acc",6.140743219382338,13096,0.6711430804747166
"ws=358, sr_diff",6.114814238608332,12981,0.7649820097316878
"ws=325, sr_diff",5.921366152798462,12946,0.8127363410979693
"ws=524, sr_acc",5.805131924824025,13151,0.5792548310057221
"ws=433, sr_diff",5.736612982204081,13053,0.6024736418205207
"ws=222, sr_acc",5.649849825398883,12739,1.176046614923966
"ws=138, sr_acc",5.601531258161112,12562,1.5378904661453063
"ws=296, sr_diff",5.555165697230536,12885,0.8281575020935917
"ws=125, sr_acc",5.530033568663063,12540,1.5735208308404047
"ws=576, sr_acc",5.403080317805597,13196,0.5065247004692721
"ws=202, sr_acc",5.259209689647492,12724,1.1947202128750152
"ws=476, sr_diff",5.226660643772905,13096,0.5329138045547505
"ws=244, sr_diff",5.159564874207128,12832,0.8872463581196381
"ws=269, sr_diff",5.0781557867372715,12856,0.8602711209685485
"ws=524, sr_diff",5.026723624476249,13148,0.4642026229200972
"ws=222, sr_diff",4.902272146963106,12810,0.8806487473693037
"ws=183, sr_acc",4.868663178426232,12702,1.169959864077901
"ws=151, sr_acc",4.842994618412386,12570,1.2281572240399041
"ws=634, sr_acc",4.823274169783993,13256,0.4215068730449192
"ws=576, sr_diff",4.74113794864648,13196,0.40537318540980644
"ws=167, sr_acc",4.64498324288526,12594,1.1356085504896805
"ws=433, sr_orig",4.511876212093566,13053,0.4815701303794271
"ws=393, sr_orig",4.435744555805734,13014,0.528601009214369
"ws=138, sr_diff",4.320346248302599,12561,0.9646227325614333
"ws=697, sr_acc",4.258458861855983,13320,0.35883730082548027
"ws=634, sr_diff",4.247147581121661,13255,0.34802672013681496
"ws=183, sr_diff",4.233382787269378,12699,0.8927460681728024
"ws=634, sr_orig",4.148444188349165,13255,0.30282729379086143
"ws=244, sr_acc",4.135522990188995,12862,1.1444319117444473
"ws=524, sr_orig",4.135075522918039,13145,0.38664275331909514
"ws=767, sr_acc",4.134913357798365,13584,0.31562225551988876
"ws=576, sr_orig",4.110765532249129,13192,0.3495198865214233
"ws=767, sr_diff",4.057128665489476,13678,0.2629781000752038
"ws=697, sr_diff",3.9593922312953276,13320,0.292795694635083
"ws=358, sr_orig",3.9333661292879496,12979,0.5720156075987342
"ws=476, sr_orig",3.793221076847186,13091,0.4358820244708278
"ws=167, sr_diff",3.698591551962413,12693,0.8408677852412177
"ws=325, sr_orig",3.459647709760377,12946,0.6029670286796744
"ws=202, sr_diff",3.3293797049910476,12790,0.8996818689528491
"ws=697, sr_orig",3.258480119148303,13318,0.2661723734795734
"ws=767, sr_orig",3.238167089385125,13388,0.2275772170853994
"ws=296, sr_orig",3.0413470136665803,12886,0.5980332668001533
"ws=269, sr_orig",2.980532221034607,12886,0.6300047029391552
"ws=244, sr_orig",2.792846808968643,12860,0.6326994521808854
"ws=222, sr_orig",2.6511266485844094,12835,0.6204498119585604
