,confidence,idx,peak
"ws=70, orig_mp_novelty",1.44488644933192,14947.0,7.332020309326544
"ws=64, orig_mp_novelty",1.4442807621513358,14949.0,7.269607743728347
"ws=58, orig_mp_novelty",1.4234847354375848,14949.0,6.994233419490414
"ws=77, orig_mp_novelty",1.4062246979937747,14949.0,7.207424336181106
"ws=53, orig_mp_novelty",1.3691191825968994,14949.0,6.629291416501327
"ws=48, orig_mp_novelty",1.2943765777410379,14949.0,6.153485346630396
"ws=151, orig_mp_novelty",1.26724430579311,19332.0,10.862161867620234
"ws=138, orig_mp_novelty",1.2659829629578931,19337.0,10.01060750207835
"ws=125, orig_mp_novelty",1.2571995478025646,19337.0,9.157710273347972
"ws=167, orig_mp_novelty",1.254313783788651,19334.0,11.80564381262998
"ws=114, orig_mp_novelty",1.2487487940481028,19340.0,8.375227378603467
"ws=44, orig_mp_novelty",1.2446462688308035,14959.0,5.82068209428897
"ws=183, orig_mp_novelty",1.2257158706323468,19335.0,12.539978746121413
"ws=103, orig_mp_novelty",1.2063641412500972,19340.0,7.52028234212477
"ws=202, orig_mp_novelty",1.2063026709065008,19378.0,13.441431957591535
"ws=85, orig_mp_novelty",1.2060965071656786,14952.0,6.924114922522174
"ws=44, orig_mp_outlier",1.181527176236998,14958.0,5.731380293476092
"ws=40, orig_mp_novelty",1.17501161426049,14960.0,5.464334201398284
"ws=58, orig_mp_outlier",1.1662423462571674,14949.0,6.870022371071527
"ws=64, orig_mp_outlier",1.1622627830180619,14949.0,7.145804637054189
"ws=222, orig_mp_novelty",1.1611342383712933,19388.0,14.318742859828797
"ws=767, orig_p2p",1.1561911438478103,19305.0,4.3856693162970535
"ws=697, orig_p2p",1.1509462113654705,19305.0,4.366804553228007
"ws=202, acc_std",1.1507932850512008,18566.0,0.30739716425205904
"ws=48, orig_mp_outlier",1.1501282787989744,14947.0,6.096286051545559
"ws=53, orig_mp_outlier",1.1469690128936914,14944.0,6.5046347587217
"ws=40, acc_p2p",1.1379210219115683,18564.0,3.78553833500001
"ws=44, acc_p2p",1.137298882307972,18564.0,3.787912559090931
"ws=48, acc_p2p",1.1367815466467188,18564.0,3.7898910791666878
"ws=53, acc_p2p",1.1362457562829553,18564.0,3.7919442603773867
"ws=58, acc_p2p",1.1358031634065944,18564.0,3.7936434448276235
"ws=64, acc_p2p",1.1353640703142192,18564.0,3.7953320093750342
"ws=183, acc_std",1.1350394517567763,18564.0,0.3155793897779249
"ws=70, acc_p2p",1.1350008029997927,18564.0,3.796731105714307
"ws=77, acc_p2p",1.1346490210670594,18564.0,3.798087805194796
"ws=85, acc_p2p",1.134318360624931,18564.0,3.7993646988234913
"ws=94, acc_p2p",1.1340140101070353,18564.0,3.800541410638242
"ws=103, acc_p2p",1.1337631118356315,18564.0,3.801512483495089
"ws=114, acc_p2p",1.1335104991047984,18564.0,3.8024911280701392
"ws=125, acc_p2p",1.1333025284304872,18564.0,3.803297531199981
"ws=138, acc_p2p",1.133099648490166,18564.0,3.8040848101448903
"ws=151, acc_p2p",1.1329318199548497,18564.0,3.8047365311258483
"ws=167, acc_p2p",1.1327612410680679,18564.0,3.8053993592814606
"ws=202, acc_p2p",1.1318587365114297,18566.0,3.806836671287086
"ws=183, acc_p2p",1.1318157408121654,18564.0,3.805946283060096
"ws=222, acc_p2p",1.1317953942482635,18566.0,3.8072707369369563
"ws=244, acc_p2p",1.131737729982381,18566.0,3.8076660213114972
"ws=269, acc_p2p",1.131683667678616,18566.0,3.808036725650505
"ws=296, acc_p2p",1.1316355508172862,18566.0,3.808366752702648
"ws=325, acc_p2p",1.1315927852269823,18566.0,3.8086601476923905
