Unnamed: 0,confidence,idx,peak
"ws=634, sr_diff",1.9573709970136604,6935.0,0.06135947553897076
"ws=576, sr_diff",1.9160221919588436,6879.0,0.060853698170534175
"ws=48, orig_mp_outlier",1.8902848531473069,6544.0,2.7699654175916995
"ws=53, orig_mp_outlier",1.8279791012355568,6544.0,2.8823677864929445
"ws=697, sr_acc",1.7947473592839531,7742.0,0.04311057979152672
"ws=58, orig_mp_outlier",1.766323101280702,6539.0,2.998146895632144
"ws=767, sr_diff",1.7262257149038378,7033.0,0.05583661309693131
"ws=697, sr_diff",1.7235658107232317,6998.0,0.059216370835725125
"ws=64, orig_mp_outlier",1.6991896444117167,6545.0,3.091017414795012
"ws=70, orig_mp_outlier",1.6561216051847707,6539.0,3.1669004315714653
"ws=44, orig_mp_outlier",1.64644851815616,6550.0,2.6901656857576026
"ws=767, sr_orig",1.6451782578890828,7067.0,0.0420905436310892
"ws=433, sr_diff",1.6134438589732922,6750.0,0.05624290820687115
"ws=77, orig_mp_outlier",1.6109705912786854,6539.0,3.2324830979495496
"ws=433, sr_acc",1.5959402850304267,6987.0,0.06213498316529185
"ws=85, orig_mp_outlier",1.5680481591593618,6539.0,3.3245287462298654
"ws=44, orig_mp_novelty",1.5603863919971386,6553.0,2.95432141849625
"ws=393, sr_acc",1.5558094724967615,6947.0,0.0620519375106636
"ws=325, sr_acc",1.5516884335318684,6984.0,0.07661857367895955
"ws=48, orig_mp_novelty",1.5414565603161947,6554.0,3.0357054528763485
"ws=40, orig_mp_outlier",1.5377871229337143,6549.0,2.5684510837371675
"ws=94, orig_mp_outlier",1.5233928991884638,6541.0,3.4238501268531536
"ws=53, orig_mp_novelty",1.5017301529749263,6555.0,3.135963878065157
"ws=634, sr_acc",1.4840897362127283,7743.0,0.044615525836469994
"ws=125, sr_acc",1.4822627471060181,4694.0,0.21417228656923576
"ws=358, sr_acc",1.4802811690734712,6973.0,0.06178208692931954
"ws=58, orig_mp_novelty",1.4680076796246615,6554.0,3.2428074342456226
"ws=103, orig_mp_outlier",1.4529948680666227,6539.0,3.502225054618352
"ws=244, sr_diff",1.450765900527482,5620.0,0.09330836436988478
"ws=296, sr_acc",1.4375855202769718,6955.0,0.07587620152684513
"ws=524, sr_diff",1.4350613771239764,6827.0,0.057691600384736134
"ws=64, orig_mp_novelty",1.4299574419080787,6554.0,3.344567978369492
"ws=697, sr_orig",1.420047804054542,7404.0,0.04574658170980492
"ws=40, orig_mp_novelty",1.41889784881049,6555.0,2.8532223991132635
"ws=70, orig_mp_novelty",1.3977108425963485,6551.0,3.4199305224438796
"ws=767, sr_acc",1.3974132039532767,7451.0,0.03824258393404839
"ws=114, orig_mp_outlier",1.396243472003637,6539.0,3.605346447006324
"ws=524, sr_acc",1.3712667242146075,7219.0,0.04108090968392117
"ws=138, sr_acc",1.3615768672305142,4707.0,0.18749357664123795
"ws=296, sr_diff",1.3556606010696102,5647.0,0.08276120709021627
"ws=269, orig_mp_outlier",1.3537167844834692,6514.0,4.8873622215547945
"ws=77, orig_mp_novelty",1.3522553617071789,6539.0,3.481501132295717
"ws=125, orig_mp_outlier",1.3490397792994324,6540.0,3.6970107647849497
"ws=296, orig_mp_outlier",1.3470522238143836,6513.0,5.114135004691777
"ws=222, sr_diff",1.3306722678673246,5621.0,0.10397869678134423
"ws=53, sr_diff",1.3147435631870146,8838.0,0.6477204870507288
"ws=325, sr_diff",1.3142027915397088,5674.0,0.0758746594601532
"ws=138, orig_mp_outlier",1.3092853911421467,6539.0,3.8018981758223664
"ws=85, orig_mp_novelty",1.307851912727779,6539.0,3.5690130965443245
"ws=269, sr_diff",1.3049867478728356,5620.0,0.07837157137965346
"ws=40, acc_p2p",1.2995192391034278,6558.0,0.6045891430000011
"ws=44, acc_p2p",1.2968791488971558,6558.0,0.604925653636356
"ws=151, sr_acc",1.2965371677496509,4725.0,0.16018660649737604
"ws=48, acc_p2p",1.2946894848404726,6558.0,0.6052060791666655
"ws=53, acc_p2p",1.292967960830427,6558.0,0.6057504641509424
"ws=325, orig_mp_outlier",1.2926838157958225,6513.0,5.354025445054645
"ws=58, acc_p2p",1.2910557410593813,6558.0,0.605969455172414
"ws=64, acc_p2p",1.2891624302928535,6558.0,0.6061870775000003
"ws=70, acc_p2p",1.2875989141822035,6558.0,0.6063673931428569
"ws=77, acc_p2p",1.2864235630148522,6558.0,0.6067008420779294
"ws=85, acc_p2p",1.2849728112526635,6558.0,0.606850481411773
"ws=94, acc_p2p",1.2836394071838255,6558.0,0.6069883804255406
"ws=103, acc_p2p",1.2828487989074775,6557.0,0.6072476135922382
"ws=114, acc_p2p",1.2817147706071887,6557.0,0.6073482680701785
"ws=151, orig_mp_outlier",1.2813614927375137,6553.0,3.9110414924749826
"ws=125, acc_p2p",1.2807821186531143,6557.0,0.6074312073600007
"ws=138, acc_p2p",1.2798731385440059,6557.0,0.6075121797101439
"ws=151, acc_p2p",1.2774461703548248,6557.0,0.6075792098013316
"ws=167, acc_p2p",1.2762960447619816,6557.0,0.6076473822754405
"ws=183, acc_p2p",1.2758493551084624,6557.0,0.6077036338797819
"ws=202, acc_p2p",1.2754112041649728,6557.0,0.6077588586138621
"ws=222, acc_p2p",1.2750313245300309,6557.0,0.607806777657656
"ws=244, acc_p2p",1.2746856338399604,6557.0,0.6078504154098308
"ws=269, acc_p2p",1.2743971089126396,6558.0,0.6079082518958998
"ws=296, acc_p2p",1.2741056118567624,6558.0,0.6079431428378318
"ws=433, acc_p2p",1.270837555673386,6558.0,0.6080728923787441
"ws=393, acc_p2p",1.2708325452583402,6558.0,0.6080507175572409
